"","year","fips","leaid","enr_lep","enr_all","psenr_lep","psenr_all","ratio_lep"
"8174",2017,"Montana","3002250",27,122,-2,-2,0.221311475409836
"8175",2017,"Montana","3002300",0,62,-4,-4,0
"8176",2017,"Montana","3002430",0,21,-4,-4,0
"8177",2017,"Montana","3002450",0,36,-2,-2,0
"8178",2017,"Montana","3002490",9,13,-2,-2,0.692307692307692
"8179",2017,"Montana","3002550",0,16,-2,-2,0
"8180",2017,"Montana","3002570",0,5,-2,-2,0
"8181",2017,"Montana","3002640",0,152,-6,-6,0
"8182",2017,"Montana","3002730",0,439,-8,-8,0
"8183",2017,"Montana","3002820",0,16,-2,-2,0
"8184",2017,"Montana","3002850",0,240,-4,-4,0
"8185",2017,"Montana","3003090",1,309,-2,-2,0.00323624595469256
"8186",2017,"Montana","3003270",0,77,-6,-6,0
"8187",2017,"Montana","3003290",44,2459,-4,15,0.0178934526230175
"8188",2017,"Montana","3003330",9,900,-2,-2,0.01
"8189",2017,"Montana","3003420",27,258,-6,-6,0.104651162790698
"8190",2017,"Montana","3003450",0,75,-2,-2,0
"8191",2017,"Montana","3003480",0,9,-2,-2,0
"8192",2017,"Montana","3003600",0,1,-2,-2,0
"8193",2017,"Montana","3003660",0,7,-2,-2,0
"8194",2017,"Montana","3003750",0,184,-6,-6,0
"8195",2017,"Montana","3003800",0,333,-4,-4,0
"8196",2017,"Montana","3003820",8,576,-4,-4,0.0138888888888889
"8197",2017,"Montana","3003840",2,312,-2,-2,0.00641025641025641
"8198",2017,"Montana","3003870",132,11292,-56,-56,0.0116896918172157
"8199",2017,"Montana","3003900",19,5363,-6,-6,0.00354279321275406
"8200",2017,"Montana","3003990",0,15,-2,-2,0
"8201",2017,"Montana","3004050",0,4,-2,-2,0
"8202",2017,"Montana","3004200",0,5,0,3,0
"8203",2017,"Montana","3004230",0,196,0,1,0
"8204",2017,"Montana","3004260",2,369,-4,-4,0.00542005420054201
"8205",2017,"Montana","3004380",0,160,-4,-4,0
"8206",2017,"Montana","3004440",55,295,-4,-4,0.186440677966102
"8207",2017,"Montana","3004500",15,101,-2,-2,0.148514851485149
"8208",2017,"Montana","3004560",117,4741,-13,45,0.0246783379033959
"8209",2017,"Montana","3004590",36,2140,-2,-2,0.0168224299065421
"8210",2017,"Montana","3004800",3,204,-6,-6,0.0147058823529412
"8211",2017,"Montana","3004860",0,69,-2,-2,0
"8212",2017,"Montana","3004890",17,93,-4,-4,0.182795698924731
"8213",2017,"Montana","3004920",0,42,-2,-2,0
"8214",2017,"Montana","3004980",0,687,-6,-6,0
"8215",2017,"Montana","3005010",0,132,-4,-4,0
"8216",2017,"Montana","3005040",0,51,-2,-2,0
"8217",2017,"Montana","3005130",0,7,-2,-2,0
"8218",2017,"Montana","3005140",552,1428,-12,49,0.38655462184874
"8219",2017,"Montana","3005190",147,576,-2,-2,0.255208333333333
"8220",2017,"Montana","3005280",10,2974,-11,28,0.00336247478143914
"8221",2017,"Montana","3005310",2,1209,-2,-2,0.00165425971877585
"8222",2017,"Montana","3005330",7,24,-2,-2,0.291666666666667
"8223",2017,"Montana","3005460",0,245,-4,-4,0
"8224",2017,"Montana","3005550",0,46,-2,-2,0
"8225",2017,"Montana","3005610",0,34,-2,-2,0
"8226",2017,"Montana","3005760",0,9,-2,-2,0
"8227",2017,"Montana","3005850",9,173,-6,-6,0.0520231213872832
"8228",2017,"Montana","3005880",0,189,-4,-4,0
"8229",2017,"Montana","3005910",0,89,-2,-2,0
"8230",2017,"Montana","3005990",0,247,-4,-4,0
"8231",2017,"Montana","3006030",0,13,-2,-2,0
"8232",2017,"Montana","3006110",0,491,-6,-6,0
"8233",2017,"Montana","3006112",0,157,-4,-4,0
"8234",2017,"Montana","3006115",0,89,-2,-2,0
"8235",2017,"Montana","3006260",0,267,-6,-6,0
"8236",2017,"Montana","3006270",0,105,-2,-2,0
"8237",2017,"Montana","3006320",1,226,-4,-4,0.00442477876106195
"8238",2017,"Montana","3006330",0,132,-2,-2,0
"8239",2017,"Montana","3006790",0,135,-6,-6,0
"8240",2017,"Montana","3006810",0,64,-2,-2,0
"8241",2017,"Montana","3006840",0,312,-4,-4,0
"8242",2017,"Montana","3006870",0,201,-4,-4,0
"8243",2017,"Montana","3007030",0,15,-2,-2,0
"8244",2017,"Montana","3007050",0,396,-2,2,0
"8245",2017,"Montana","3007080",2,184,-2,-2,0.0108695652173913
"8246",2017,"Montana","3007110",2,1462,-4,10,0.00136798905608755
"8247",2017,"Montana","3007140",0,622,-2,-2,0
"8248",2017,"Montana","3007190",2,664,-2,8,0.00301204819277108
"8249",2017,"Montana","3007200",0,222,-2,-2,0
"8250",2017,"Montana","3007320",0,144,-2,-2,0
"8251",2017,"Montana","3007330",0,358,-4,2,0
"8252",2017,"Montana","3007350",0,5,-2,-2,0
"8253",2017,"Montana","3007410",4,1405,-6,8,0.00284697508896797
"8254",2017,"Montana","3007500",0,18,-2,-2,0
"8255",2017,"Montana","3007710",0,87,-2,-2,0
"8256",2017,"Montana","3007830",0,235,-4,-4,0
"8257",2017,"Montana","3007860",0,72,-2,-2,0
"8258",2017,"Montana","3007930",0,529,-2,-2,0
"8259",2017,"Montana","3007980",0,58,-2,-2,0
"8260",2017,"Montana","3008010",0,2,-2,-2,0
"8261",2017,"Montana","3008040",0,1,-2,-2,0
"8262",2017,"Montana","3008130",0,82,-6,-6,0
"8263",2017,"Montana","3008190",0,150,-2,-2,0
"8264",2017,"Montana","3008280",0,383,-6,-6,0
"8265",2017,"Montana","3008310",7,6,-2,-2,1.16666666666667
"8266",2017,"Montana","3008340",0,374,-2,-2,0
"8267",2017,"Montana","3008400",0,12,-2,-2,0
"8268",2017,"Montana","3008470",0,16,-2,-2,0
"8269",2017,"Montana","3008670",0,441,-2,17,0
"8270",2017,"Montana","3008700",0,155,-4,-4,0
"8271",2017,"Montana","3008730",0,15,-2,-2,0
"8272",2017,"Montana","3008850",0,20,-2,-2,0
"8273",2017,"Montana","3008860",23,31,-4,-4,0.741935483870968
"8274",2017,"Montana","3008880",0,157,-4,-4,0
"8275",2017,"Montana","3008910",15,732,-4,-4,0.0204918032786885
"8276",2017,"Montana","3009000",0,5,-2,-2,0
"8277",2017,"Montana","3009030",3,58,-2,10,0.0517241379310345
"8278",2017,"Montana","3009120",0,86,-6,-6,0
"8279",2017,"Montana","3009180",0,89,-4,-4,0
"8280",2017,"Montana","3009210",0,73,-2,-2,0
"8281",2017,"Montana","3009510",0,74,-2,-2,0
"8282",2017,"Montana","3009560",701,1239,14,14,0.565778853914447
"8283",2017,"Montana","3009670",0,32,-4,-4,0
"8284",2017,"Montana","3009720",0,680,-4,-4,0
"8285",2017,"Montana","3009780",0,15,-2,-2,0
"8286",2017,"Montana","3009840",0,351,-4,-4,0
"8287",2017,"Montana","3009930",0,364,-6,-6,0
"8288",2017,"Montana","3010080",0,448,-4,-4,0
"8289",2017,"Montana","3010140",2,198,-2,-1,0.0101010101010101
"8290",2017,"Montana","3010170",1,104,-2,-2,0.00961538461538462
"8291",2017,"Montana","3010210",0,199,-2,17,0
"8292",2017,"Montana","3010230",0,199,-4,-4,0
"8293",2017,"Montana","3010290",0,112,-2,-2,0
"8294",2017,"Montana","3010530",11,348,-2,-2,0.0316091954022989
"8295",2017,"Montana","3010800",0,6,-2,-2,0
"8296",2017,"Montana","3010820",0,8,-2,-2,0
"8297",2017,"Montana","3010920",2,588,-2,11,0.00340136054421769
"8298",2017,"Montana","3010950",0,89,-4,-4,0
"8299",2017,"Montana","3011100",0,766,-6,-6,0
"8300",2017,"Montana","3011160",0,231,-4,-4,0
"8301",2017,"Montana","3011190",0,107,-2,-2,0
"8302",2017,"Montana","3011240",0,173,-2,23,0
"8303",2017,"Montana","3011260",0,143,-2,-2,0
"8304",2017,"Montana","3011340",0,85,-4,-4,0
"8305",2017,"Montana","3011420",2,281,-4,-4,0.00711743772241993
"8306",2017,"Montana","3011460",2,142,-2,-2,0.0140845070422535
"8307",2017,"Montana","3011520",4,1329,-6,1,0.00300978179082017
"8308",2017,"Montana","3011550",0,88,-4,-4,0
"8309",2017,"Montana","3011580",1,26,-2,-2,0.0384615384615385
"8310",2017,"Montana","3011650",0,117,-6,-6,0
"8311",2017,"Montana","3011670",0,144,-4,-4,0
"8312",2017,"Montana","3011730",0,11,0,2,0
"8313",2017,"Montana","3011790",0,150,-4,-4,0
"8314",2017,"Montana","3011820",0,106,-2,2,0
"8315",2017,"Montana","3011850",0,67,-2,-2,0
"8316",2017,"Montana","3011880",0,43,-2,-2,0
"8317",2017,"Montana","3011990",0,2,-2,-2,0
"8318",2017,"Montana","3012060",0,5,-2,-2,0
"8319",2017,"Montana","3012210",0,55,-6,-6,0
"8320",2017,"Montana","3012270",0,20,-4,-4,0
"8321",2017,"Montana","3012300",0,19,-2,-2,0
"8322",2017,"Montana","3012350",0,18,-2,-2,0
"8323",2017,"Montana","3012420",6,824,-4,9,0.00728155339805825
"8324",2017,"Montana","3012510",2,873,-4,21,0.00229095074455899
"8325",2017,"Montana","3012570",8,8,-2,-2,1
"8326",2017,"Montana","3012600",11,36,-2,-2,0.305555555555556
"8327",2017,"Montana","3012840",0,217,-6,-6,0
"8328",2017,"Montana","3012900",0,3,-2,-2,0
"8329",2017,"Montana","3012960",0,57,-4,-4,0
"8330",2017,"Montana","3012990",0,19,-2,-2,0
"8331",2017,"Montana","3013040",305,7346,-31,95,0.0415191941192486
"8332",2017,"Montana","3013050",104,2894,-4,-4,0.0359364201796821
"8333",2017,"Montana","3013110",0,88,-4,-4,0
"8334",2017,"Montana","3013140",0,13,-2,-2,0
"8335",2017,"Montana","3013200",0,21,-2,-2,0
"8336",2017,"Montana","3013260",0,1472,-6,15,0
"8337",2017,"Montana","3013280",14,12,4,4,1.16666666666667
"8338",2017,"Montana","3013310",175,1487,6,87,0.11768661735037
"8339",2017,"Montana","3013340",18,508,-2,-2,0.0354330708661417
"8340",2017,"Montana","3013360",3,59,-2,-2,0.0508474576271186
"8341",2017,"Montana","3013395",76,454,-4,-4,0.167400881057269
"8342",2017,"Montana","3013400",48,138,-2,-2,0.347826086956522
"8343",2017,"Montana","3013440",59,183,-4,-4,0.322404371584699
"8344",2017,"Montana","3013470",0,71,-2,-2,0
"8345",2017,"Montana","3013530",3,75,-6,-6,0.04
"8346",2017,"Montana","3013560",2,1263,-6,15,0.00158353127474268
"8347",2017,"Montana","3013590",0,541,-2,-2,0
"8348",2017,"Montana","3013660",11,244,-6,-6,0.0450819672131148
"8349",2017,"Montana","3013800",0,240,-4,-4,0
"8350",2017,"Montana","3013830",7,2980,-4,-4,0.0023489932885906
"8351",2017,"Montana","3013860",18,1475,0,22,0.0122033898305085
"8352",2017,"Montana","3013890",0,14,-2,-2,0
"8353",2017,"Montana","3014070",0,99,-4,4,0
"8354",2017,"Montana","3014150",19,19,-2,-2,1
"8355",2017,"Montana","3014340",0,38,-4,-4,0
"8356",2017,"Montana","3014370",0,22,-2,-2,0
"8357",2017,"Montana","3014430",0,97,-6,-6,0
"8358",2017,"Montana","3014640",0,165,-6,-6,0
"8359",2017,"Montana","3014700",0,819,-6,-6,0
"8360",2017,"Montana","3014760",0,50,-6,-6,0
"8361",2017,"Montana","3014820",1,298,-2,-2,0.00335570469798658
"8362",2017,"Montana","3015060",0,4,-2,-2,0
"8363",2017,"Montana","3015120",0,255,-2,-2,0
"8364",2017,"Montana","3015200",0,255,-4,-4,0
"8365",2017,"Montana","3015260",0,109,-2,-2,0
"8366",2017,"Montana","3015340",0,91,-4,-4,0
"8367",2017,"Montana","3015360",0,27,-2,0,0
"8368",2017,"Montana","3015390",0,12,-2,-2,0
"8369",2017,"Montana","3015420",3,2734,-4,-4,0.00109729334308705
"8370",2017,"Montana","3015450",30,3081,-6,71,0.00973709834469328
"8371",2017,"Montana","3015510",0,6,-2,-2,0
"8372",2017,"Montana","3015570",0,157,-4,-4,0
"8373",2017,"Montana","3015610",0,9,-2,-2,0
"8374",2017,"Montana","3015640",0,54,-2,-2,0
"8375",2017,"Montana","3015690",2,12,-2,-2,0.166666666666667
"8376",2017,"Montana","3015900",0,55,-2,-2,0
"8377",2017,"Montana","3015930",0,4,-2,-2,0
"8378",2017,"Montana","3015990",0,88,-2,4,0
"8379",2017,"Montana","3016020",0,36,-2,-2,0
"8380",2017,"Montana","3016050",0,396,-4,-4,0
"8381",2017,"Montana","3016110",0,59,-4,-4,0
"8382",2017,"Montana","3016200",3,1429,-6,-6,0.00209937018894332
"8383",2017,"Montana","3016230",1,641,-2,-2,0.0015600624024961
"8384",2017,"Montana","3016290",0,63,-4,2,0
"8385",2017,"Montana","3016490",12,831,-8,-8,0.0144404332129964
"8386",2017,"Montana","3016530",2,1182,-4,40,0.00169204737732657
"8387",2017,"Montana","3016710",0,64,-4,3,0
"8388",2017,"Montana","3016770",0,290,-2,-2,0
"8389",2017,"Montana","3016810",0,124,-6,-6,0
"8390",2017,"Montana","3016880",5,697,-4,10,0.00717360114777618
"8391",2017,"Montana","3016950",1,1166,-4,36,0.000857632933104631
"8392",2017,"Montana","3017010",186,232,-4,-4,0.801724137931034
"8393",2017,"Montana","3017040",60,131,-2,-2,0.458015267175573
"8394",2017,"Montana","3017130",1,577,-2,15,0.00173310225303293
"8395",2017,"Montana","3017190",0,210,-4,-4,0
"8396",2017,"Montana","3017340",0,43,-2,-2,0
"8397",2017,"Montana","3017370",30,30,-2,-2,1
"8398",2017,"Montana","3017460",0,20,-2,-2,0
"8399",2017,"Montana","3017520",0,6,-2,-2,0
"8400",2017,"Montana","3017580",1,491,-6,1,0.00203665987780041
"8401",2017,"Montana","3017610",0,457,-2,0,0
"8402",2017,"Montana","3017640",2,256,-2,-2,0.0078125
"8403",2017,"Montana","3017700",0,108,-2,6,0
"8404",2017,"Montana","3018060",0,8,-2,-2,0
"8405",2017,"Montana","3018170",0,356,-4,3,0
"8406",2017,"Montana","3018210",0,3,-2,-2,0
"8407",2017,"Montana","3018240",0,45,-4,-4,0
"8408",2017,"Montana","3018270",0,31,-2,-2,0
"8409",2017,"Montana","3018290",0,28,-2,-2,0
"8410",2017,"Montana","3018410",0,968,-8,6,0
"8411",2017,"Montana","3018540",139,3695,-8,-8,0.0376184032476319
"8412",2017,"Montana","3018570",89,5363,-24,-24,0.0165951892597427
"8413",2017,"Montana","3018660",0,2,-2,-2,0
"8414",2017,"Montana","3018750",3,526,-6,-6,0.00570342205323194
"8415",2017,"Montana","3018780",0,472,-4,-4,0
"8416",2017,"Montana","3018870",0,48,-2,4,0
"8417",2017,"Montana","3018900",0,30,-2,-2,0
"8418",2017,"Montana","3018960",0,43,-2,-2,0
"8419",2017,"Montana","3019170",0,90,-6,-6,0
"8420",2017,"Montana","3019310",0,9,-2,-2,0
"8421",2017,"Montana","3019500",0,64,-2,-2,0
"8422",2017,"Montana","3019530",0,4,-2,-2,0
"8423",2017,"Montana","3019740",0,105,-6,-6,0
"8424",2017,"Montana","3019950",10,10,1,1,1
"8425",2017,"Montana","3020040",0,210,-4,-4,0
"8426",2017,"Montana","3020070",0,93,-2,-2,0
"8427",2017,"Montana","3020100",1,449,-2,-2,0.0022271714922049
"8428",2017,"Montana","3020170",0,12,-2,-2,0
"8429",2017,"Montana","3020240",4,16,-2,-2,0.25
"8430",2017,"Montana","3020670",0,38,-4,-4,0
"8431",2017,"Montana","3020690",0,8,-2,-2,0
"8432",2017,"Montana","3020790",0,49,-2,-2,0
"8433",2017,"Montana","3020850",0,434,-6,-6,0
"8434",2017,"Montana","3020880",0,3,-2,-2,0
"8435",2017,"Montana","3020960",0,344,-6,-6,0
"8436",2017,"Montana","3021000",2,74,-6,-6,0.027027027027027
"8437",2017,"Montana","3021030",0,9,-2,-2,0
"8438",2017,"Montana","3021060",29,1188,-4,116,0.0244107744107744
"8439",2017,"Montana","3021090",8,471,-2,-2,0.0169851380042463
"8440",2017,"Montana","3021150",15,24,-2,-2,0.625
"8441",2017,"Montana","3021240",0,727,-4,2,0
"8442",2017,"Montana","3021270",14,221,-2,-2,0.0633484162895928
"8443",2017,"Montana","3021330",0,92,-4,-4,0
"8444",2017,"Montana","3021450",0,195,-2,-2,0
"8445",2017,"Montana","3021480",0,17,-2,-2,0
"8446",2017,"Montana","3021510",0,86,-4,-4,0
"8447",2017,"Montana","3021540",0,35,-2,-2,0
"8448",2017,"Montana","3021720",3,50,-4,-4,0.06
"8449",2017,"Montana","3021850",0,52,-4,-4,0
"8450",2017,"Montana","3021870",0,38,-4,-4,0
"8451",2017,"Montana","3021900",0,22,-2,-2,0
"8452",2017,"Montana","3021960",0,61,0,0,0
"8453",2017,"Montana","3022080",0,322,-2,0,0
"8454",2017,"Montana","3022110",0,162,-2,-2,0
"8455",2017,"Montana","3022230",0,52,-2,-1,0
"8456",2017,"Montana","3022260",0,23,-2,-2,0
"8457",2017,"Montana","3022290",0,22,-2,-2,0
"8458",2017,"Montana","3022370",0,43,-2,5,0
"8459",2017,"Montana","3022410",0,28,-2,-2,0
"8460",2017,"Montana","3022710",0,128,-6,-6,0
"8461",2017,"Montana","3022750",119,448,1,20,0.265625
"8462",2017,"Montana","3022790",7,1117,-2,44,0.0062667860340197
"8463",2017,"Montana","3022800",0,348,-2,-2,0
"8464",2017,"Montana","3022920",0,87,-6,-6,0
"8465",2017,"Montana","3023040",1,388,-4,-4,0.00257731958762887
"8466",2017,"Montana","3023070",0,166,-2,-2,0
"8467",2017,"Montana","3023160",0,38,-6,-6,0
"8468",2017,"Montana","3023340",11,56,-4,0,0.196428571428571
"8469",2017,"Montana","3023370",0,31,-4,-4,0
"8470",2017,"Montana","3023400",0,19,-2,-2,0
"8471",2017,"Montana","3023520",3,70,-4,-4,0.0428571428571429
"8472",2017,"Montana","3023550",0,28,-2,-2,0
"8473",2017,"Montana","3023670",0,277,-6,-6,0
"8474",2017,"Montana","3023730",0,211,-2,27,0
"8475",2017,"Montana","3023900",0,319,-4,6,0
"8476",2017,"Montana","3023910",0,115,-2,-2,0
"8477",2017,"Montana","3023940",0,593,-2,0,0
"8478",2017,"Montana","3023970",0,258,-2,-2,0
"8479",2017,"Montana","3024150",0,126,-4,-4,0
"8480",2017,"Montana","3024180",0,57,-2,-2,0
"8481",2017,"Montana","3024200",19,965,-4,22,0.0196891191709845
"8482",2017,"Montana","3024230",4,389,-2,-2,0.0102827763496144
"8483",2017,"Montana","3024300",29,193,-4,9,0.150259067357513
"8484",2017,"Montana","3024330",10,95,-2,-2,0.105263157894737
"8485",2017,"Montana","3024690",0,8,-2,-2,0
"8486",2017,"Montana","3024810",0,16,-2,-2,0
"8487",2017,"Montana","3024930",0,148,-6,-6,0
"8488",2017,"Montana","3024990",13,126,-4,1,0.103174603174603
"8489",2017,"Montana","3025020",0,709,-2,6,0
"8490",2017,"Montana","3025050",0,366,-2,-2,0
"8491",2017,"Montana","3025130",48,234,-6,5,0.205128205128205
"8492",2017,"Montana","3025140",0,58,-2,-2,0
"8493",2017,"Montana","3025320",0,166,-6,-6,0
"8494",2017,"Montana","3025380",0,8,-2,-2,0
"8495",2017,"Montana","3025470",0,306,-4,3,0
"8496",2017,"Montana","3025500",0,182,-4,-4,0
"8497",2017,"Montana","3025530",0,29,-2,1,0
"8498",2017,"Montana","3025560",0,161,-2,-2,0
"8499",2017,"Montana","3025890",0,586,-2,8,0
"8500",2017,"Montana","3025950",0,130,-6,-6,0
"8501",2017,"Montana","3026070",0,285,-4,-4,0
"8502",2017,"Montana","3026100",0,176,-2,-2,0
"8503",2017,"Montana","3026160",0,493,-4,-4,0
"8504",2017,"Montana","3026190",0,195,-2,-2,0
"8505",2017,"Montana","3026400",0,9,-2,-2,0
"8506",2017,"Montana","3026460",0,15,-2,-2,0
"8507",2017,"Montana","3026490",0,18,0,2,0
"8508",2017,"Montana","3026520",66,66,12,12,1
"8509",2017,"Montana","3026550",0,267,-2,16,0
"8510",2017,"Montana","3026580",0,111,-2,-2,0
"8511",2017,"Montana","3026640",0,62,-4,-4,0
"8512",2017,"Montana","3026670",0,19,-2,-2,0
"8513",2017,"Montana","3026730",2,229,-6,-6,0.00873362445414847
"8514",2017,"Montana","3026880",16,114,-4,8,0.140350877192982
"8515",2017,"Montana","3027060",14,92,-6,-6,0.152173913043478
"8516",2017,"Montana","3027090",0,55,-2,-2,0
"8517",2017,"Montana","3027150",0,28,-2,-2,0
"8518",2017,"Montana","3027270",1,299,-6,-6,0.00334448160535117
"8519",2017,"Montana","3027340",21,28,-4,-4,0.75
"8520",2017,"Montana","3027570",0,628,-4,-4,0
"8521",2017,"Montana","3027630",40,278,-6,-6,0.143884892086331
"8522",2017,"Montana","3027730",0,63,-6,-6,0
"8523",2017,"Montana","3027740",9,1311,-2,0,0.0068649885583524
"8524",2017,"Montana","3027790",1,506,-2,-2,0.00197628458498024
"8525",2017,"Montana","3027810",0,296,-4,-4,0
"8526",2017,"Montana","3027840",0,136,-2,-2,0
"8527",2017,"Montana","3027930",0,46,-4,4,0
"8528",2017,"Montana","3028020",0,145,-6,-6,0
"8529",2017,"Montana","3028140",0,55,-2,6,0
"8530",2017,"Montana","3028170",0,5,-2,-2,0
"8531",2017,"Montana","3028380",0,110,-6,-6,0
"8532",2017,"Montana","3028470",0,81,-6,-6,0
"8533",2017,"Montana","3028500",0,7,-2,-2,0
"8534",2017,"Montana","3028550",0,9,0,1,0
"8535",2017,"Montana","3028590",45,584,-4,35,0.0770547945205479
"8536",2017,"Montana","3028620",30,222,-2,-2,0.135135135135135
"8537",2017,"Montana","3028650",0,35,-4,-4,0
"8538",2017,"Montana","3028770",0,210,-6,-6,0
"8539",2017,"Montana","3028800",0,134,-2,4,0
"8540",2017,"Montana","3028830",0,11,-2,-2,0
"8541",2017,"Montana","3028860",0,29,-4,-4,0
"8542",2017,"Montana","3028910",0,23,-2,-2,0
"8543",2017,"Montana","3028911",20,134,-2,-2,0.149253731343284
"8544",2017,"Nebraska","",1,172,-10,29,0.00581395348837209
"8545",2017,"Nebraska","3100002",13,605,-2,53,0.0214876033057851
"8546",2017,"Nebraska","3100003",0,308,-4,20,0
"8547",2017,"Nebraska","3100004",0,485,-4,39,0
"8548",2017,"Nebraska","3100006",58,736,-4,25,0.078804347826087
"8549",2017,"Nebraska","3100008",19,427,-2,34,0.0444964871194379
"8550",2017,"Nebraska","3100010",0,271,-2,9,0
"8551",2017,"Nebraska","3100011",33,831,-1,59,0.0397111913357401
"8552",2017,"Nebraska","3100012",0,216,-2,15,0
"8553",2017,"Nebraska","3100015",0,335,-4,27,0
"8554",2017,"Nebraska","3100016",1767,10567,-23,386,0.167218699725561
"8555",2017,"Nebraska","3100018",2,259,-4,24,0.00772200772200772
"8556",2017,"Nebraska","3100020",11,149,0,11,0.0738255033557047
"8557",2017,"Nebraska","3100021",4,2043,-6,49,0.00195790504160548
"8558",2017,"Nebraska","3100022",60,4185,-7,111,0.014336917562724
"8559",2017,"Nebraska","3100023",0,284,-4,-4,0
"8560",2017,"Nebraska","3100024",4,499,-2,17,0.00801603206412826
"8561",2017,"Nebraska","3100025",0,399,-2,43,0
"8562",2017,"Nebraska","3100029",0,421,-2,26,0
"8563",2017,"Nebraska","3100034",5,914,-4,38,0.00547045951859956
"8564",2017,"Nebraska","3100041",0,420,-2,4,0
"8565",2017,"Nebraska","3100046",0,206,-2,-2,0
"8566",2017,"Nebraska","3100051",0,23,-4,-4,0
"8567",2017,"Nebraska","3100065",0,308,-2,29,0
"8568",2017,"Nebraska","3100066",0,216,-2,24,0
"8569",2017,"Nebraska","3100067",2,150,-2,7,0.0133333333333333
"8570",2017,"Nebraska","3100070",0,398,-2,18,0
"8571",2017,"Nebraska","3100071",0,510,-4,-4,0
"8572",2017,"Nebraska","3100072",0,178,-4,-4,0
"8573",2017,"Nebraska","3100073",0,178,-4,-4,0
"8574",2017,"Nebraska","3100076",2,197,-2,10,0.0101522842639594
"8575",2017,"Nebraska","3100077",24,321,-4,17,0.0747663551401869
"8576",2017,"Nebraska","3100080",0,337,-2,-2,0
"8577",2017,"Nebraska","3100082",0,175,-2,22,0
"8578",2017,"Nebraska","3100085",0,649,-2,72,0
"8579",2017,"Nebraska","3100088",20,2364,-4,59,0.00846023688663283
"8580",2017,"Nebraska","3100089",1,310,-2,28,0.0032258064516129
"8581",2017,"Nebraska","3100090",4,427,-2,24,0.00936768149882904
"8582",2017,"Nebraska","3100091",0,321,-4,-4,0
"8583",2017,"Nebraska","3100095",553,2084,52,195,0.265355086372361
"8584",2017,"Nebraska","3100096",0,255,-2,23,0
"8585",2017,"Nebraska","3100097",10,391,-3,31,0.0255754475703325
"8586",2017,"Nebraska","3100098",6,1948,-10,41,0.00308008213552361
"8587",2017,"Nebraska","3100099",0,397,-2,50,0
"8588",2017,"Nebraska","3100105",14,463,-2,-1,0.0302375809935205
"8589",2017,"Nebraska","3100109",0,395,-2,20,0
"8590",2017,"Nebraska","3100110",3,184,-4,-4,0.016304347826087
"8591",2017,"Nebraska","3100111",0,157,-4,-4,0
"8592",2017,"Nebraska","3100112",85,864,-8,-8,0.0983796296296296
"8593",2017,"Nebraska","3100114",12,548,-4,-4,0.0218978102189781
"8594",2017,"Nebraska","3100115",0,640,-4,36,0
"8595",2017,"Nebraska","3100116",0,417,-2,26,0
"8596",2017,"Nebraska","3100117",0,325,-2,24,0
"8597",2017,"Nebraska","3100118",0,571,-4,56,0
"8598",2017,"Nebraska","3100119",7,436,-12,21,0.0160550458715596
"8599",2017,"Nebraska","3100120",0,302,-2,7,0
"8600",2017,"Nebraska","3100121",4,466,-2,12,0.00858369098712446
"8601",2017,"Nebraska","3100122",0,681,-12,69,0
"8602",2017,"Nebraska","3100123",14,240,-6,25,0.0583333333333333
"8603",2017,"Nebraska","3100124",33,187,-6,25,0.176470588235294
"8604",2017,"Nebraska","3100125",5,242,-2,-2,0.0206611570247934
"8605",2017,"Nebraska","3100129",1,439,-4,14,0.00227790432801822
"8606",2017,"Nebraska","3100130",0,371,-4,20,0
"8607",2017,"Nebraska","3100132",0,455,-2,73,0
"8608",2017,"Nebraska","3100133",0,172,-4,14,0
"8609",2017,"Nebraska","3100134",0,224,-4,20,0
"8610",2017,"Nebraska","3100140",0,204,-4,-4,0
"8611",2017,"Nebraska","3100141",5,271,-2,14,0.018450184501845
"8612",2017,"Nebraska","3100145",0,68,-2,-2,0
"8613",2017,"Nebraska","3100146",0,129,-8,-8,0
"8614",2017,"Nebraska","3100147",0,931,-2,-2,0
"8615",2017,"Nebraska","3100150",0,15,-2,-2,0
"8616",2017,"Nebraska","3100151",0,11,-2,-2,0
"8617",2017,"Nebraska","3100154",3,259,-2,-2,0.0115830115830116
"8618",2017,"Nebraska","3100157",2,368,-2,37,0.00543478260869565
"8619",2017,"Nebraska","3100160",5,16,-2,-2,0.3125
"8620",2017,"Nebraska","3100163",79,677,-6,-6,0.116691285081241
"8621",2017,"Nebraska","3100165",4,945,-4,76,0.00423280423280423
"8622",2017,"Nebraska","3100170",8,639,-4,30,0.0125195618153365
"8623",2017,"Nebraska","3100172",10,444,-6,27,0.0225225225225225
"8624",2017,"Nebraska","3100174",0,22,-2,-2,0
"8625",2017,"Nebraska","3100176",26,538,-4,27,0.0483271375464684
"8626",2017,"Nebraska","3100177",2,78,-2,-2,0.0256410256410256
"8627",2017,"Nebraska","3100178",0,311,-2,27,0
"8628",2017,"Nebraska","3100179",0,350,-4,36,0
"8629",2017,"Nebraska","3100181",0,16,-2,-2,0
"8630",2017,"Nebraska","3100183",7,255,-4,15,0.0274509803921569
"8631",2017,"Nebraska","3100184",1,231,-4,31,0.00432900432900433
"8632",2017,"Nebraska","3100185",0,289,-2,35,0
"8633",2017,"Nebraska","3100187",3,342,-8,28,0.0087719298245614
"8634",2017,"Nebraska","3101992",0,465,-2,53,0
