"","year","fips","leaid","enr_lep","enr_all","psenr_lep","psenr_all","ratio_lep"
"3840",2017,"Illinois","1734740",3702,14978,332,511,0.247162505007344
"3841",2017,"Illinois","1734770",29,225,2,18,0.128888888888889
"3842",2017,"Illinois","1734870",0,318,0,22,0
"3843",2017,"Illinois","1734990",2052,7028,73,164,0.291974957313603
"3844",2017,"Illinois","1735010",3,1884,-6,109,0.00159235668789809
"3845",2017,"Illinois","1735100",0,74,-2,-2,0
"3846",2017,"Illinois","1735160",2,967,-2,24,0.00206825232678387
"3847",2017,"Illinois","1735190",1,694,-2,-2,0.00144092219020173
"3848",2017,"Illinois","1735220",44,481,-2,22,0.0914760914760915
"3849",2017,"Illinois","1735310",3,483,-4,40,0.0062111801242236
"3850",2017,"Illinois","1735340",28,364,0,6,0.0769230769230769
"3851",2017,"Illinois","1735370",86,2068,-10,63,0.0415860735009671
"3852",2017,"Illinois","1735400",52,804,9,43,0.0646766169154229
"3853",2017,"Illinois","1735460",58,1363,-3,69,0.0425531914893617
"3854",2017,"Illinois","1735610",1,256,-4,17,0.00390625
"3855",2017,"Illinois","1735640",391,1477,11,132,0.264725795531483
"3856",2017,"Illinois","1735770",0,278,-2,-2,0
"3857",2017,"Illinois","1735820",0,494,-2,52,0
"3858",2017,"Illinois","1735850",2,447,-2,-2,0.00447427293064877
"3859",2017,"Illinois","1735940",0,605,-4,-1,0
"3860",2017,"Illinois","1735970",13,724,-4,18,0.0179558011049724
"3861",2017,"Illinois","1736090",0,1194,-6,33,0
"3862",2017,"Illinois","1736180",4,1484,-8,52,0.00269541778975741
"3863",2017,"Illinois","1736210",122,502,-2,28,0.243027888446215
"3864",2017,"Illinois","1736240",1,107,-2,-2,0.00934579439252336
"3865",2017,"Illinois","1736300",90,1867,3,147,0.048205677557579
"3866",2017,"Illinois","1736330",3,339,0,20,0.00884955752212389
"3867",2017,"Illinois","1736360",66,630,8,55,0.104761904761905
"3868",2017,"Illinois","1736450",403,1839,-6,76,0.219140837411637
"3869",2017,"Illinois","1736480",524,1834,74,107,0.285714285714286
"3870",2017,"Illinois","1736510",0,545,0,5,0
"3871",2017,"Illinois","1736570",0,804,-4,17,0
"3872",2017,"Illinois","1736600",62,933,-8,63,0.0664523043944266
"3873",2017,"Illinois","1736610",0,478,-2,35,0
"3874",2017,"Illinois","1736640",0,330,-2,35,0
"3875",2017,"Illinois","1736720",0,645,-4,24,0
"3876",2017,"Illinois","1736750",371,1833,64,165,0.20240043644299
"3877",2017,"Illinois","1736780",0,210,0,12,0
"3878",2017,"Illinois","1736810",1140,3669,52,91,0.310711365494685
"3879",2017,"Illinois","1736840",0,97,0,4,0
"3880",2017,"Illinois","1736900",0,1198,-4,53,0
"3881",2017,"Illinois","1736960",1,336,-4,27,0.00297619047619048
"3882",2017,"Illinois","1737020",0,51,-2,-2,0
"3883",2017,"Illinois","1737050",77,639,12,69,0.120500782472613
"3884",2017,"Illinois","1737080",230,13925,-2,714,0.0165170556552962
"3885",2017,"Illinois","1737120",0,367,0,42,0
"3886",2017,"Illinois","1737140",1,217,-2,-2,0.00460829493087558
"3887",2017,"Illinois","1737170",623,12795,52,347,0.0486908948808128
"3888",2017,"Illinois","1737230",0,422,-4,29,0
"3889",2017,"Illinois","1737320",12,446,1,7,0.0269058295964126
"3890",2017,"Illinois","1737350",3,3614,-8,185,0.000830105146651909
"3891",2017,"Illinois","1737380",2,806,-2,56,0.00248138957816377
"3892",2017,"Illinois","1737410",2,468,-2,-2,0.00427350427350427
"3893",2017,"Illinois","1737440",0,70,-2,-2,0
"3894",2017,"Illinois","1737470",1,185,1,33,0.00540540540540541
"3895",2017,"Illinois","1737490",13,719,-1,36,0.0180806675938804
"3896",2017,"Illinois","1737590",0,1299,-4,76,0
"3897",2017,"Illinois","1737650",0,462,-2,18,0
"3898",2017,"Illinois","1737680",139,1480,11,31,0.0939189189189189
"3899",2017,"Illinois","1737800",0,74,-2,-2,0
"3900",2017,"Illinois","1737830",2,353,-4,-4,0.0056657223796034
"3901",2017,"Illinois","1737860",174,406,25,33,0.428571428571429
"3902",2017,"Illinois","1737980",0,618,-4,48,0
"3903",2017,"Illinois","1738070",0,517,-2,31,0
"3904",2017,"Illinois","1738100",26,872,-2,-2,0.0298165137614679
"3905",2017,"Illinois","1738130",0,1127,-4,11,0
"3906",2017,"Illinois","1738190",0,255,-2,-2,0
"3907",2017,"Illinois","1738220",120,2970,-4,82,0.0404040404040404
"3908",2017,"Illinois","1738370",122,1045,-2,14,0.116746411483254
"3909",2017,"Illinois","1738400",21,473,-2,13,0.0443974630021142
"3910",2017,"Illinois","1738460",81,3740,-12,28,0.0216577540106952
"3911",2017,"Illinois","1738490",0,376,-4,32,0
"3912",2017,"Illinois","1738520",15,305,0,3,0.0491803278688525
"3913",2017,"Illinois","1738550",0,95,-2,-2,0
"3914",2017,"Illinois","1738700",2,2474,-6,159,0.000808407437348424
"3915",2017,"Illinois","1738760",0,1068,-4,46,0
"3916",2017,"Illinois","1738790",12,168,0,11,0.0714285714285714
"3917",2017,"Illinois","1738910",35,236,-2,-2,0.148305084745763
"3918",2017,"Illinois","1738940",181,3302,-4,-4,0.0548152634766808
"3919",2017,"Illinois","1738970",309,4920,-10,-10,0.0628048780487805
"3920",2017,"Illinois","1739030",304,2508,78,195,0.121212121212121
"3921",2017,"Illinois","1739090",1,985,-4,31,0.00101522842639594
"3922",2017,"Illinois","1739120",10,1662,-6,41,0.00601684717208183
"3923",2017,"Illinois","1739180",5,163,-2,-2,0.0306748466257669
"3924",2017,"Illinois","1739390",3,956,-4,2,0.00313807531380753
"3925",2017,"Illinois","1739420",31,1373,-4,71,0.0225782957028405
"3926",2017,"Illinois","1739450",0,582,-4,60,0
"3927",2017,"Illinois","1739480",0,376,-4,33,0
"3928",2017,"Illinois","1739510",774,6092,43,326,0.127051871306632
"3929",2017,"Illinois","1739600",16,943,-3,13,0.0169671261930011
"3930",2017,"Illinois","1739630",0,356,-4,-4,0
"3931",2017,"Illinois","1739660",3,91,-2,-2,0.032967032967033
"3932",2017,"Illinois","1739780",154,656,2,91,0.234756097560976
"3933",2017,"Illinois","1739870",88,1661,-2,-2,0.0529801324503311
"3934",2017,"Illinois","1739930",78,673,5,70,0.115898959881129
"3935",2017,"Illinois","1739960",658,4423,47,308,0.148767804657472
"3936",2017,"Illinois","1740070",1993,16644,-32,339,0.119742850276376
"3937",2017,"Illinois","1740080",0,465,-4,24,0
"3938",2017,"Illinois","1740140",1,1453,-4,62,0.000688231245698555
"3939",2017,"Illinois","1740200",0,91,0,12,0
"3940",2017,"Illinois","1740220",0,41,-2,-2,0
"3941",2017,"Illinois","1740260",0,425,0,38,0
"3942",2017,"Illinois","1740290",0,382,-2,-2,0
"3943",2017,"Illinois","1740320",7,633,-4,6,0.0110584518167457
"3944",2017,"Illinois","1740350",819,3429,60,143,0.238845144356955
"3945",2017,"Illinois","1740410",2,287,-2,32,0.00696864111498258
"3946",2017,"Illinois","1740440",340,2103,-2,-2,0.161673799334284
"3947",2017,"Illinois","1740470",7,1521,-6,92,0.00460223537146614
"3948",2017,"Illinois","1740480",0,63,-2,-2,0
"3949",2017,"Illinois","1740500",212,2183,17,89,0.0971140632157581
"3950",2017,"Illinois","1740530",1,381,0,49,0.0026246719160105
"3951",2017,"Illinois","1740620",0,223,-2,-2,0
"3952",2017,"Illinois","1740650",0,364,-2,28,0
"3953",2017,"Illinois","1740680",0,124,-2,-2,0
"3954",2017,"Illinois","1740740",0,404,-2,35,0
"3955",2017,"Illinois","1740800",192,4025,-2,-2,0.0477018633540373
"3956",2017,"Illinois","1740830",9,884,-4,37,0.0101809954751131
"3957",2017,"Illinois","1740890",0,412,-2,17,0
"3958",2017,"Illinois","1740920",0,352,-2,21,0
"3959",2017,"Illinois","1740980",1,1351,-2,-2,0.00074019245003701
"3960",2017,"Illinois","1741010",1,764,-2,39,0.00130890052356021
"3961",2017,"Illinois","1741040",4,970,-2,11,0.00412371134020619
"3962",2017,"Illinois","1741070",0,2571,-8,27,0
"3963",2017,"Illinois","1741190",604,4588,22,95,0.131647776809067
"3964",2017,"Illinois","1741250",4114,15933,148,515,0.258206238624239
"3965",2017,"Illinois","1741280",0,352,-2,17,0
"3966",2017,"Illinois","1741360",0,535,-2,37,0
"3967",2017,"Illinois","1741520",182,1127,-4,82,0.161490683229814
"3968",2017,"Illinois","1741550",2471,4650,364,644,0.531397849462366
"3969",2017,"Illinois","1741580",1,1734,-6,14,0.000576701268742791
"3970",2017,"Illinois","1741600",0,235,0,26,0
"3971",2017,"Illinois","1741690",2643,27687,236,609,0.0954599631596056
"3972",2017,"Illinois","1741700",152,771,7,22,0.197146562905318
"3973",2017,"Illinois","1741750",3,544,-2,10,0.00551470588235294
"3974",2017,"Illinois","1741790",0,1180,-4,42,0
"3975",2017,"Illinois","1741820",0,1437,-8,-8,0
"3976",2017,"Illinois","1741980",101,1332,-8,42,0.0758258258258258
"3977",2017,"Illinois","1742060",2,586,-2,40,0.00341296928327645
"3978",2017,"Illinois","1742180",3085,12824,5,124,0.240564566437929
"3979",2017,"Illinois","1742210",2806,6497,178,430,0.431891642296445
"3980",2017,"Illinois","1742240",0,904,-2,61,0
"3981",2017,"Illinois","1742300",3,1270,-2,82,0.00236220472440945
"3982",2017,"Illinois","1742310",132,3344,-3,99,0.0394736842105263
"3983",2017,"Illinois","1742450",0,266,-4,14,0
"3984",2017,"Illinois","1742480",0,1553,-6,29,0
"3985",2017,"Illinois","1742510",0,148,-2,-2,0
"3986",2017,"Illinois","1742570",57,374,0,12,0.152406417112299
"3987",2017,"Illinois","1742600",124,3391,-4,52,0.0365673842524329
"3988",2017,"Illinois","1742630",9,1317,-6,54,0.00683371298405467
"3989",2017,"Illinois","1742660",0,610,-2,34,0
"3990",2017,"Illinois","1742690",0,378,-2,38,0
"3991",2017,"Illinois","1742720",17,300,-2,27,0.0566666666666667
"3992",2017,"Illinois","1742790",28,1251,-1,36,0.0223820943245404
"3993",2017,"Illinois","1742840",15,1633,-10,-10,0.00918554807103491
"3994",2017,"Illinois","1742900",13,548,-2,21,0.0237226277372263
"3995",2017,"Illinois","1742960",20,805,-1,31,0.0248447204968944
"3996",2017,"Illinois","1742990",0,345,-4,21,0
"3997",2017,"Illinois","1743020",372,1085,67,96,0.342857142857143
"3998",2017,"Illinois","1743050",0,733,-4,76,0
"3999",2017,"Illinois","1743070",0,19,-2,-2,0
"4000",2017,"Illinois","1743110",1117,5552,46,79,0.201188760806916
"4001",2017,"Illinois","1743330",992,6783,148,470,0.14624797287336
"4002",2017,"Illinois","1743380",237,1136,22,52,0.20862676056338
"4003",2017,"Illinois","1743800",0,601,-4,31,0
"4004",2017,"Illinois","1743860",622,2655,71,243,0.234274952919021
"4005",2017,"Illinois","1743890",158,2575,-4,-4,0.0613592233009709
"4006",2017,"Illinois","1743960",262,6085,-3,62,0.0430566967953985
"4007",2017,"Illinois","1743962",0,953,-4,54,0
"4008",2017,"Illinois","1743963",0,80,-4,-4,0
"4009",2017,"Indiana","",19,1314,-20,-20,0.0144596651445967
"4010",2017,"Indiana","1800006",6,319,-6,-6,0.0188087774294671
"4011",2017,"Indiana","1800008",7,721,-4,53,0.00970873786407767
"4012",2017,"Indiana","1800011",0,543,-2,-2,0
"4013",2017,"Indiana","1800013",120,312,-2,-2,0.384615384615385
"4014",2017,"Indiana","1800014",31,1004,-2,-2,0.0308764940239044
"4015",2017,"Indiana","1800016",3,138,-2,-2,0.0217391304347826
"4016",2017,"Indiana","1800018",168,659,-2,-2,0.254931714719272
"4017",2017,"Indiana","1800021",4,373,-2,-2,0.0107238605898123
"4018",2017,"Indiana","1800023",10,126,0,4,0.0793650793650794
"4019",2017,"Indiana","1800024",30,322,1,36,0.093167701863354
"4020",2017,"Indiana","1800025",0,1092,-2,-2,0
"4021",2017,"Indiana","1800027",0,452,-2,-2,0
"4022",2017,"Indiana","1800028",16,292,-2,-2,0.0547945205479452
"4023",2017,"Indiana","1800030",69,7409,-16,91,0.00931299770549332
"4024",2017,"Indiana","1800033",115,594,-2,-2,0.193602693602694
"4025",2017,"Indiana","1800037",0,187,-2,-2,0
"4026",2017,"Indiana","1800038",6,670,-2,-2,0.00895522388059702
"4027",2017,"Indiana","1800041",3,321,-2,-2,0.00934579439252336
"4028",2017,"Indiana","1800042",230,642,-2,-2,0.358255451713396
"4029",2017,"Indiana","1800043",0,177,-2,-2,0
"4030",2017,"Indiana","1800045",3,301,-2,-2,0.00996677740863787
"4031",2017,"Indiana","1800046",0,930,-2,-2,0
"4032",2017,"Indiana","1800048",96,418,-2,-2,0.229665071770335
"4033",2017,"Indiana","1800051",34,1240,-4,-4,0.0274193548387097
"4034",2017,"Indiana","1800052",40,1439,-2,-2,0.0277970813064628
"4035",2017,"Indiana","1800054",87,500,-2,-2,0.174
"4036",2017,"Indiana","1800056",0,200,-2,-2,0
"4037",2017,"Indiana","1800057",2,459,-2,-2,0.00435729847494553
"4038",2017,"Indiana","1800058",8,862,-2,-2,0.00928074245939675
"4039",2017,"Indiana","1800059",0,30,-2,-2,0
"4040",2017,"Indiana","1800060",32,1279,-1,16,0.0250195465207193
"4041",2017,"Indiana","1800061",6,373,-2,-2,0.0160857908847185
"4042",2017,"Indiana","1800064",4,288,-2,-2,0.0138888888888889
"4043",2017,"Indiana","1800065",0,247,-2,-2,0
"4044",2017,"Indiana","1800067",160,587,-2,-2,0.272572402044293
"4045",2017,"Indiana","1800071",11,692,-2,-2,0.0158959537572254
"4046",2017,"Indiana","1800072",2,206,-2,-2,0.00970873786407767
"4047",2017,"Indiana","1800074",0,84,-2,-2,0
"4048",2017,"Indiana","1800077",29,745,-2,-2,0.0389261744966443
"4049",2017,"Indiana","1800082",34,535,-2,-2,0.0635514018691589
"4050",2017,"Indiana","1800083",0,278,-2,-2,0
"4051",2017,"Indiana","1800086",54,748,-2,-2,0.072192513368984
"4052",2017,"Indiana","1800088",23,533,-2,-2,0.0431519699812383
"4053",2017,"Indiana","1800093",91,774,-2,-2,0.117571059431525
"4054",2017,"Indiana","1800094",76,657,-2,-2,0.115677321156773
"4055",2017,"Indiana","1800098",49,4502,-2,-2,0.0108840515326522
"4056",2017,"Indiana","1800099",7,459,-2,-2,0.0152505446623094
"4057",2017,"Indiana","1800101",10,295,-2,-2,0.0338983050847458
"4058",2017,"Indiana","1800102",5,227,-2,-2,0.0220264317180617
"4059",2017,"Indiana","1800105",12,135,-2,-2,0.0888888888888889
"4060",2017,"Indiana","1800106",132,3376,-2,-2,0.0390995260663507
"4061",2017,"Indiana","1800107",2,363,-2,4,0.00550964187327824
"4062",2017,"Indiana","1800108",5,198,-2,-2,0.0252525252525253
"4063",2017,"Indiana","1800112",55,734,-2,-2,0.0749318801089918
"4064",2017,"Indiana","1800113",10,186,-2,-2,0.0537634408602151
"4065",2017,"Indiana","1800116",27,301,-2,-2,0.0897009966777409
"4066",2017,"Indiana","1800118",5,1168,-8,-8,0.00428082191780822
"4067",2017,"Indiana","1800119",0,279,-2,-2,0
"4068",2017,"Indiana","1800120",16,1478,-4,34,0.0108254397834912
"4069",2017,"Indiana","1800122",179,283,-2,-2,0.632508833922262
"4070",2017,"Indiana","1800123",0,204,-2,-2,0
"4071",2017,"Indiana","1800124",0,271,-2,-2,0
"4072",2017,"Indiana","1800126",28,488,-2,-2,0.0573770491803279
"4073",2017,"Indiana","1800127",26,351,-2,-2,0.0740740740740741
"4074",2017,"Indiana","1800128",3,144,-2,-2,0.0208333333333333
"4075",2017,"Indiana","1800129",3,103,-2,-2,0.029126213592233
"4076",2017,"Indiana","1800131",1,73,-2,-2,0.0136986301369863
"4077",2017,"Indiana","1800134",0,262,-2,-2,0
"4078",2017,"Indiana","1800135",6,280,-2,-2,0.0214285714285714
"4079",2017,"Indiana","1800137",327,423,-2,-2,0.773049645390071
"4080",2017,"Indiana","1800138",127,317,-2,-2,0.400630914826498
"4081",2017,"Indiana","1800139",2,216,-2,-2,0.00925925925925926
"4082",2017,"Indiana","1800141",11,510,-2,-2,0.0215686274509804
"4083",2017,"Indiana","1800142",17,263,-2,-2,0.064638783269962
"4084",2017,"Indiana","1800145",11,253,-2,-2,0.0434782608695652
"4085",2017,"Indiana","1800146",15,435,-2,-2,0.0344827586206897
"4086",2017,"Indiana","1800147",3,398,-2,-2,0.00753768844221105
"4087",2017,"Indiana","1800148",21,274,-2,-2,0.0766423357664234
"4088",2017,"Indiana","1800149",105,322,-2,-2,0.326086956521739
"4089",2017,"Indiana","1800150",343,7064,-18,295,0.0485560588901472
"4090",2017,"Indiana","1800152",9,131,-2,-2,0.0687022900763359
"4091",2017,"Indiana","1800159",141,332,-2,-2,0.424698795180723
"4092",2017,"Indiana","1800160",0,48,-2,-2,0
"4093",2017,"Indiana","1800161",35,644,-2,-2,0.0543478260869565
"4094",2017,"Indiana","1800163",9,140,-2,-2,0.0642857142857143
"4095",2017,"Indiana","1800164",0,323,-2,-2,0
"4096",2017,"Indiana","1800165",2,360,-2,-2,0.00555555555555556
"4097",2017,"Indiana","1800166",148,224,-2,-2,0.660714285714286
"4098",2017,"Indiana","1800168",1,181,-2,-2,0.00552486187845304
"4099",2017,"Indiana","1800169",2,187,-2,-2,0.0106951871657754
"4100",2017,"Indiana","1800170",9,347,-2,-2,0.0259365994236311
"4101",2017,"Indiana","1800171",3,298,-2,-2,0.0100671140939597
"4102",2017,"Indiana","1800172",1,81,-2,-2,0.0123456790123457
"4103",2017,"Indiana","1800175",4,103,-2,-2,0.0388349514563107
"4104",2017,"Indiana","1800176",2,227,-2,-2,0.00881057268722467
"4105",2017,"Indiana","1800177",19,221,-2,-2,0.085972850678733
"4106",2017,"Indiana","1800178",0,222,-2,-2,0
"4107",2017,"Indiana","1800179",5,783,-2,-2,0.00638569604086846
"4108",2017,"Indiana","1800180",8,635,-2,21,0.0125984251968504
"4109",2017,"Indiana","1800181",1,80,-2,-2,0.0125
"4110",2017,"Indiana","1800182",9,174,-2,-2,0.0517241379310345
"4111",2017,"Indiana","1800183",25,146,-2,-2,0.171232876712329
"4112",2017,"Indiana","1800184",0,90,-2,-2,0
"4113",2017,"Indiana","1800185",13,236,-2,-2,0.0550847457627119
"4114",2017,"Indiana","1800186",185,2957,-2,-2,0.0625634088603314
"4115",2017,"Indiana","1800187",5,140,-2,-2,0.0357142857142857
"4116",2017,"Indiana","1800188",19,121,-2,-2,0.15702479338843
"4117",2017,"Indiana","1800189",0,59,-2,-2,0
"4118",2017,"Indiana","1800190",42,498,-2,-2,0.0843373493975904
"4119",2017,"Indiana","1800191",1,73,-2,-2,0.0136986301369863
"4120",2017,"Indiana","1800210",9,602,-1,83,0.0149501661129568
"4121",2017,"Indiana","1800240",3,2449,-10,-2,0.00122498979175174
"4122",2017,"Indiana","1800270",1140,9213,-16,19,0.123738196027353
"4123",2017,"Indiana","1800330",6,835,-4,8,0.00718562874251497
"4124",2017,"Indiana","1800360",1042,11575,-9,279,0.0900215982721382
"4125",2017,"Indiana","1800390",34,2195,-6,4,0.0154897494305239
"4126",2017,"Indiana","1800420",159,1884,-8,-8,0.0843949044585987
"4127",2017,"Indiana","1800450",150,3026,-6,8,0.0495703899537343
"4128",2017,"Indiana","1800480",66,1831,-6,8,0.0360458765701802
"4129",2017,"Indiana","1800570",13,1649,-10,-10,0.007883565797453
"4130",2017,"Indiana","1800600",8,1339,-4,-4,0.00597460791635549
"4131",2017,"Indiana","1800630",387,11059,-18,268,0.0349941224342165
"4132",2017,"Indiana","1800660",0,676,-2,17,0
"4133",2017,"Indiana","1800690",11,2239,-4,55,0.00491290754801251
"4134",2017,"Indiana","1800720",26,1684,-4,64,0.0154394299287411
"4135",2017,"Indiana","1800750",11,1145,-6,-6,0.00960698689956332
"4136",2017,"Indiana","1800840",7,4069,-14,48,0.00172032440403047
"4137",2017,"Indiana","1800900",338,1491,-4,-4,0.226693494299128
"4138",2017,"Indiana","1800960",10,1991,-6,103,0.00502260170768458
"4139",2017,"Indiana","1801020",495,8828,-18,228,0.0560715903942003
"4140",2017,"Indiana","1801050",4,1586,-6,1,0.00252206809583859
"4141",2017,"Indiana","1801060",2,1140,-4,36,0.00175438596491228
"4142",2017,"Indiana","1801170",4,256,0,12,0.015625
"4143",2017,"Indiana","1801200",485,15940,-22,87,0.030426599749059
"4144",2017,"Indiana","1801230",164,165,3,3,0.993939393939394
"4145",2017,"Indiana","1801290",5,1091,-4,37,0.00458295142071494
"4146",2017,"Indiana","1801410",7,671,-4,-4,0.0104321907600596
"4147",2017,"Indiana","1801440",155,8325,-14,37,0.0186186186186186
"4148",2017,"Indiana","1801560",24,1925,-6,35,0.0124675324675325
"4149",2017,"Indiana","1801590",38,3602,-2,119,0.0105496946141033
"4150",2017,"Indiana","1801710",14,1207,-6,-6,0.0115990057995029
"4151",2017,"Indiana","1801740",0,1251,-2,55,0
"4152",2017,"Indiana","1801770",19,1525,-6,69,0.0124590163934426
"4153",2017,"Indiana","1801890",594,7297,-14,164,0.0814033164314102
"4154",2017,"Indiana","1801920",87,1375,-4,22,0.0632727272727273
"4155",2017,"Indiana","1802040",10,1818,-8,-8,0.0055005500550055
"4156",2017,"Indiana","1802130",8,895,-4,-4,0.00893854748603352
"4157",2017,"Indiana","1802160",60,1202,-4,-4,0.0499168053244592
"4158",2017,"Indiana","1802190",13,924,-2,25,0.0140692640692641
"4159",2017,"Indiana","1802220",5,1148,-4,37,0.00435540069686411
"4160",2017,"Indiana","1802280",34,3601,-10,53,0.00944182171618995
"4161",2017,"Indiana","1802400",911,5268,-14,-14,0.172930903568717
"4162",2017,"Indiana","1802430",10,903,-4,35,0.0110741971207087
"4163",2017,"Indiana","1802440",1,1494,-4,52,0.000669344042838019
"4164",2017,"Indiana","1802460",415,2560,5,108,0.162109375
"4165",2017,"Indiana","1802490",178,8499,-18,31,0.0209436404282857
"4166",2017,"Indiana","1802520",8,756,-4,-4,0.0105820105820106
"4167",2017,"Indiana","1802550",33,2514,-8,-8,0.013126491646778
"4168",2017,"Indiana","1802610",1,1977,-6,6,0.000505816894284269
"4169",2017,"Indiana","1802640",753,6825,-16,128,0.11032967032967
"4170",2017,"Indiana","1802660",21,2670,-10,-10,0.00786516853932584
"4171",2017,"Indiana","1802700",88,1221,-2,26,0.0720720720720721
"4172",2017,"Indiana","1802800",51,5811,-18,-18,0.00877645844088797
"4173",2017,"Indiana","1802830",87,7123,-4,329,0.0122139547943282
"4174",2017,"Indiana","1802850",831,9806,-26,89,0.0847440342647359
"4175",2017,"Indiana","1802880",497,3963,-10,258,0.125410042896795
"4176",2017,"Indiana","1802910",172,1213,-6,-6,0.141797197032152
"4177",2017,"Indiana","1802940",0,896,-8,20,0
"4178",2017,"Indiana","1802970",273,3646,-2,43,0.0748765770707625
"4179",2017,"Indiana","1803000",6,1415,-6,-6,0.00424028268551237
"4180",2017,"Indiana","1803030",28,1634,-8,17,0.0171358629130967
"4181",2017,"Indiana","1803060",22,1347,-6,-6,0.0163325909428359
"4182",2017,"Indiana","1803090",5,1106,-3,81,0.00452079566003617
"4183",2017,"Indiana","1803120",3,1227,-4,6,0.00244498777506112
"4184",2017,"Indiana","1803150",6,1504,-4,9,0.00398936170212766
"4185",2017,"Indiana","1803180",128,869,-2,31,0.147295742232451
"4186",2017,"Indiana","1803210",7,1157,-4,29,0.00605012964563526
"4187",2017,"Indiana","1803240",27,859,-4,45,0.0314318975552969
"4188",2017,"Indiana","1803270",1860,12601,-32,196,0.147607332751369
"4189",2017,"Indiana","1803300",50,1590,0,117,0.0314465408805031
"4190",2017,"Indiana","1803330",0,316,-2,22,0
"4191",2017,"Indiana","1803450",979,21690,-40,203,0.0451360073766713
"4192",2017,"Indiana","1803480",217,2155,-8,-8,0.100696055684455
"4193",2017,"Indiana","1803510",7,3450,-6,179,0.00202898550724638
"4194",2017,"Indiana","1803570",7,891,-2,5,0.00785634118967452
"4195",2017,"Indiana","1803630",5497,29440,110,834,0.18671875
"4196",2017,"Indiana","1803660",714,3117,2,49,0.229066410009625
"4197",2017,"Indiana","1803690",70,5144,-14,49,0.0136080870917574
"4198",2017,"Indiana","1803700",4,2378,-6,52,0.00168208578637511
"4199",2017,"Indiana","1803720",2,770,-4,-4,0.0025974025974026
"4200",2017,"Indiana","1803750",915,9322,-14,50,0.0981549023814632
"4201",2017,"Indiana","1803780",3,946,-6,-6,0.00317124735729387
"4202",2017,"Indiana","1803810",5,680,-2,10,0.00735294117647059
"4203",2017,"Indiana","1803840",25,1766,-6,-6,0.0141562853907135
"4204",2017,"Indiana","1803870",12,5499,-20,490,0.00218221494817239
"4205",2017,"Indiana","1803930",3064,6650,-16,51,0.460751879699248
"4206",2017,"Indiana","1803940",1147,10323,-18,279,0.111111111111111
"4207",2017,"Indiana","1803960",206,3181,-7,40,0.0647595095881798
"4208",2017,"Indiana","1803990",34,1914,-8,58,0.0177638453500522
"4209",2017,"Indiana","1804050",17,4588,-14,93,0.00370531822144725
"4210",2017,"Indiana","1804080",59,2172,-4,24,0.0271639042357274
"4211",2017,"Indiana","1804110",124,4000,-9,21,0.031
"4212",2017,"Indiana","1804140",1,1507,-4,3,0.0006635700066357
"4213",2017,"Indiana","1804170",116,2467,-8,28,0.047020672882043
"4214",2017,"Indiana","1804230",2,283,-4,-4,0.00706713780918728
"4215",2017,"Indiana","1804260",23,2392,-6,62,0.00961538461538462
"4216",2017,"Indiana","1804320",2041,13771,-20,694,0.148210006535473
"4217",2017,"Indiana","1804350",107,2269,-8,-8,0.0471573380343764
"4218",2017,"Indiana","1804470",62,2663,-8,-8,0.0232820127675554
"4219",2017,"Indiana","1804500",17,896,-4,6,0.0189732142857143
"4220",2017,"Indiana","1804560",101,3231,-12,-12,0.0312596719281956
"4221",2017,"Indiana","1804590",205,4122,-10,40,0.0497331392527899
"4222",2017,"Indiana","1804620",118,1658,-8,-8,0.0711700844390832
"4223",2017,"Indiana","1804710",41,5247,-19,76,0.00781398894606442
"4224",2017,"Indiana","1804770",2898,26673,-36,711,0.108649195815994
"4225",2017,"Indiana","1804800",8,850,-2,22,0.00941176470588235
"4226",2017,"Indiana","1804980",256,3315,-8,225,0.0772247360482655
"4227",2017,"Indiana","1805190",101,4212,-13,13,0.0239791073124406
"4228",2017,"Indiana","1805280",194,3394,-8,15,0.0571596935769004
"4229",2017,"Indiana","1805340",21,1905,-4,63,0.0110236220472441
"4230",2017,"Indiana","1805370",220,6128,-2,463,0.0359007832898172
"4231",2017,"Indiana","1805400",808,7903,-21,209,0.102239655826901
"4232",2017,"Indiana","1805450",515,9468,-14,131,0.0543937473595268
"4233",2017,"Indiana","1805460",72,1917,-8,-8,0.0375586854460094
"4234",2017,"Indiana","1805520",148,1903,-10,-10,0.0777719390436153
"4235",2017,"Indiana","1805550",87,3045,-10,-10,0.0285714285714286
"4236",2017,"Indiana","1805580",267,6411,-6,285,0.0416471689284043
"4237",2017,"Indiana","1805670",2610,16162,-30,518,0.161489914614528
"4238",2017,"Indiana","1805700",9,2062,-6,16,0.004364694471387
"4239",2017,"Indiana","1805790",106,3511,-10,27,0.030190828823697
"4240",2017,"Indiana","1805880",0,1196,-6,-6,0
"4241",2017,"Indiana","1805910",9,1409,-6,-6,0.0063875088715401
"4242",2017,"Indiana","1806030",1605,4259,-10,88,0.376849025592862
"4243",2017,"Indiana","1806060",5,874,-6,-6,0.005720823798627
"4244",2017,"Indiana","1806080",8,1278,-8,-8,0.00625978090766823
"4245",2017,"Indiana","1806090",50,2257,-6,73,0.0221533008418254
"4246",2017,"Indiana","1806120",46,2777,-10,75,0.0165646380986676
"4247",2017,"Indiana","1806240",4,1191,-4,33,0.00335852225020991
"4248",2017,"Indiana","1806270",47,1617,3,38,0.0290661719233148
